id,name,brand,price,numericPrice,image,category,rating,inStock,originalPrice,reviewCount,soldCount,shortDescription,isNew,isHot,feature1,feature2,feature3,feature4,feature5,feature6,spec1_key,spec1_value,spec2_key,spec2_value,spec3_key,spec3_value,spec4_key,spec4_value,spec5_key,spec5_value,spec6_key,spec6_Value,spec7_key,spec7_Value,spec8_key,spec8_Value,spec9_key,spec9_Value,spec10_key,spec10_Value
tachus-10-ets,Tachus 10 ETS,Tachus,"150,000",150000,/lovable-uploads/aa897794-9610-4c04-9c17-d3928750fc0e.png,Electronic Target Systems,4.7,TRUE,,,,The Tachus 10 ETS is a precision electronic target system.,FALSE,TRUE,Electronic scoring for instant feedback,High-precision target sensors,Wireless connectivity for easy setup,Compatible with various calibers and airguns,Durable and weather-resistant construction,User-friendly interface for training and competition,Application,10m air rifle and pistol ISSF events,Technology,Acoustic sensor-based scoring,Target Movement,Automatic paper roll advancement,Scoring Software,"Windows 7/8/10 compatible,  real-time analytics",Illumination,Adjustable internal LED system,Maintenance,Removable pellet trap,"Installation	","Simple, suitable for home and range","Accuracy	","ISSF-compliant, high precision","Country of Manufacture	",India,"Intended Use	","Personal training, club competitions, professional events"
